day,hour,spends,transactions,items
2011-05-23,20,9.349999999999993,5,65
2011-05-23,21,-7.160000000000097,4,92
2011-05-24,10,1.4210854715202004e-14,4,31
2011-05-24,14,8.881784197001252e-16,1,11
2011-05-24,15,2.55351295663786e-15,5,42
2011-05-24,16,1.489999999999986,1,24
2011-05-24,17,0.5000000000000187,4,55
2011-05-24,18,1.79000000000004,3,39
2011-05-24,19,-3.1086244689504383e-15,1,10
2011-05-24,21,4.440892098500626e-16,1,9
2011-05-25,9,-9.769962616701378e-15,3,34
2011-05-25,11,1.7763568394002505e-15,1,9
2011-05-25,12,1.9539925233402755e-14,2,28
2011-05-25,13,5.950000000000017,2,34
2011-05-25,14,74.56,4,41
2011-05-25,15,-23.259999999999998,3,30
2011-05-25,16,-7.105427357601002e-15,3,32
2011-05-25,17,-8.881784197001252e-16,1,9
2011-05-25,18,8.881784197001252e-16,2,35
2011-05-25,19,6.789999999999996,5,35
2011-05-25,20,2.1316282072803006e-14,2,31
2011-05-26,9,1.9999999999999982,2,18
2011-05-26,10,32.18,2,16
2011-05-26,11,1.5765166949677223e-14,1,32
2011-05-26,12,3.885780586188048e-15,3,27
2011-05-26,13,-3.019806626980426e-14,3,42
2011-05-26,14,9.992007221626409e-16,1,9
2011-05-26,15,-2.7977620220553945e-14,1,30
2011-05-26,16,-5.861977570020827e-14,5,76
2011-05-26,17,3.4900000000000033,2,28
2011-05-26,18,5.329070518200751e-15,1,20
2011-05-26,19,-4.3076653355456074e-14,4,64
2011-05-26,20,1.3322676295501878e-15,2,17
2011-05-26,21,-1.7763568394002505e-15,2,17
2011-05-26,22,5.773159728050814e-15,1,17
2011-05-27,9,8.881784197001252e-16,3,25
2011-05-27,10,0.0,2,12
2011-05-27,11,5.240252676230739e-14,1,31
2011-05-27,12,-4.0745185003743245e-14,4,45
2011-05-27,13,0.9000000000000101,2,38
2011-05-27,14,3.552713678800501e-15,2,15
2011-05-27,15,0.5899999999999975,4,75
2011-05-27,16,8.881784197001252e-16,1,7
2011-05-27,19,2.1500000000000026,2,17
2011-05-27,20,-1.7763568394002505e-14,2,33
2011-05-27,21,2.5900000000000016,2,20
2011-05-28,9,1.3766765505351941e-14,3,20
2011-05-28,10,2.419999999999847,3,86
2011-05-28,11,-6.394884621840902e-14,3,62
2011-05-28,12,0.4999999999998481,3,75
2011-05-28,13,6.870000000000008,2,34
2011-05-28,14,0.0,1,5
2011-05-28,15,8.79000000000014,9,133
2011-05-28,16,8.419999999999972,3,52
2011-05-28,17,2.99,2,27
2011-05-28,18,-5.329070518200751e-15,1,15
2011-05-28,19,5.773159728050814e-15,3,35
2011-05-28,20,-8.881784197001252e-16,1,9
2011-05-29,9,0.5800000000000161,1,21
2011-05-29,11,-1.3322676295501878e-15,3,33
2011-05-29,12,0.5899999999999768,3,66
2011-05-29,13,1.26000000000003,3,33
2011-05-29,14,8.659999999999908,5,86
2011-05-29,15,5.990000000000019,3,43
2011-05-29,16,1.5699999999999275,3,51
2011-05-29,17,-1.1435297153639112e-14,2,31
2011-05-29,18,3.469999999999967,2,72
2011-05-29,19,-4.618527782440651e-14,2,61
2011-05-29,20,1.000000000000023,4,41
2011-05-30,9,-1.3322676295501878e-15,4,27
2011-05-30,10,0.0,1,23
2011-05-30,13,0.7799999999999956,2,16
2011-05-30,14,3.890000000000082,3,60
2011-05-30,15,0.890000000000013,3,39
2011-05-30,16,0.36999999999998856,4,56
2011-05-30,17,1.0658141036401503e-14,2,52
2011-05-30,18,146577.19999999998,5,66
2011-05-30,19,2.699999999999962,4,54
2011-05-30,20,0.0,1,5
2011-05-31,9,-4.440892098500626e-16,1,7
2011-05-31,10,8.881784197001252e-16,1,9
2011-05-31,11,1.7,1,8
2011-05-31,12,1.7763568394002505e-14,2,29
2011-05-31,13,-4.440892098500626e-16,3,33
2011-05-31,14,-4.3520742565306136e-14,3,42
2011-05-31,15,5.990000000000001,2,33
2011-05-31,16,4.218847493575595e-15,3,34
2011-05-31,17,4.440892098500626e-15,2,16
2011-05-31,18,1.289999999999777,4,84
2011-05-31,19,4.440892098500626e-16,2,12
2011-05-31,20,-3.3306690738754696e-14,3,58
2011-06-01,10,-1.0658141036401503e-14,1,17
2011-06-01,11,5.1514348342607263e-14,2,39
2011-06-01,12,3.552713678800501e-15,2,15
2011-06-01,13,5.329070518200751e-15,1,11
2011-06-01,14,5.490000000000025,3,36
2011-06-01,15,0.0,1,8
2011-06-01,16,17.690000000000023,3,51
2011-06-01,18,-1.7763568394002505e-15,1,11
2011-06-01,19,5.290000000000001,1,10
2011-06-01,20,5.329070518200751e-15,3,25
2011-06-01,21,0.5,1,15
2011-06-02,9,4.796163466380676e-14,2,35
2011-06-02,11,16.400000000000034,4,57
2011-06-02,12,-16.399999999999977,3,23
2011-06-02,14,0.0,1,5
2011-06-02,15,-2.220446049250313e-15,1,10
2011-06-02,16,-5.329070518200751e-15,3,27
2011-06-02,17,1.7763568394002505e-15,1,12
2011-06-02,18,2.3500000000000294,4,39
2011-06-02,19,1.9539925233402755e-14,4,62
2011-06-02,21,1.1000000000000005,2,26
2011-06-03,9,5.329070518200751e-15,2,16
2011-06-03,11,0.6200000000000093,3,34
2011-06-03,12,242.04999999999995,3,19
2011-06-03,13,1.2399999999998066,6,87
2011-06-03,14,1.5987211554602254e-14,2,24
2011-06-03,17,8.679999999999973,2,47
2011-06-03,18,-5.750000000000055,4,73
2011-06-03,19,2.842170943040401e-14,2,44
2011-06-03,20,-1.9539925233402755e-14,2,41
2011-06-03,21,-2.220446049250313e-15,2,33
2011-06-04,9,4.440892098500626e-16,1,5
2011-06-04,10,0.5799999999999947,3,23
2011-06-04,11,-2.6645352591003757e-15,1,10
2011-06-04,12,6.927791673660977e-14,4,61
2011-06-04,13,0.19999999999994134,5,80
2011-06-04,14,8.881784197001252e-16,2,13
2011-06-04,15,-2.6645352591003757e-14,3,51
2011-06-04,16,-5.5067062021407764e-14,6,60
2011-06-04,17,-1.687538997430238e-14,3,49
2011-06-04,18,8.881784197001252e-16,1,7
2011-06-04,19,1.7763568394002505e-15,2,27
2011-06-04,20,2.4424906541753444e-14,2,33
2011-06-05,9,4.440892098500626e-16,1,5
2011-06-05,10,-8.881784197001252e-16,1,20
2011-06-05,11,5.490000000000008,2,15
2011-06-05,12,336.96999999999997,3,13
2011-06-05,13,-1.0391687510491465e-13,1,62
2011-06-05,14,0.0,1,6
2011-06-05,15,5.290000000000414,8,169
2011-06-05,16,1.0524914273446484e-13,5,116
2011-06-05,17,5.329070518200751e-15,5,47
2011-06-05,18,28.140000000000022,4,49
2011-06-05,19,-19.250000000000156,4,72
2011-06-05,20,3.390000000000034,3,44
2011-06-06,9,0.0,2,12
2011-06-06,10,0.0,1,5
2011-06-06,12,17.98999999999999,4,37
2011-06-06,13,8.881784197001252e-16,1,9
2011-06-06,14,-1.1368683772161603e-13,3,85
2011-06-06,16,37.610000000000014,4,45
2011-06-06,17,-1.5543122344752192e-15,2,11
2011-06-06,18,2.000000000000008,3,25
2011-06-06,19,1.9206858326015208e-14,2,34
2011-06-06,20,4.440892098500626e-15,1,12
2011-06-07,9,6.319999999999858,3,94
2011-06-07,10,1.7430501486614958e-14,3,32
2011-06-07,11,1.1000000000000396,6,56
2011-06-07,12,-1.0658141036401503e-14,2,22
2011-06-07,14,-5.551115123125783e-15,1,15
2011-06-07,15,0.31000000000000405,2,16
2011-06-07,17,0.6199999999999712,6,89
2011-06-07,18,3.6899999999999897,2,20
2011-06-07,20,0.3099999999999987,3,25
2011-06-07,21,0.6199999999999881,2,38
2011-06-08,10,-4.440892098500626e-16,1,6
2011-06-08,13,18.269999999999833,6,97
2011-06-08,14,-16.679999999999996,3,15
2011-06-08,15,13.199999999999996,1,12
2011-06-08,16,7.490000000000039,4,43
2011-06-08,17,0.30999999999990546,5,117
2011-06-08,18,1.7763568394002505e-15,2,45
2011-06-08,19,10.220000000000027,6,66
2011-06-08,20,107.18000000000006,1,41
2011-06-08,21,-105.58000000000001,3,26
2011-06-09,11,32.870000000000005,4,64
2011-06-09,12,8.881784197001252e-16,2,11
2011-06-09,14,7.105427357601002e-15,2,15
2011-06-09,16,125.19999999999995,5,59
2011-06-09,17,-120.36999999999998,4,71
2011-06-09,18,-1.7763568394002505e-15,1,17
2011-06-09,19,0.0,1,6
2011-06-09,20,-3.552713678800501e-15,2,31
2011-06-10,10,4.440892098500626e-16,1,5
2011-06-10,12,-1.0891287871572786e-13,4,61
2011-06-10,13,25.990000000000034,2,56
2011-06-10,15,4.179999999999897,5,78
2011-06-10,16,17.180000000000042,4,57
2011-06-10,17,8.881784197001252e-16,2,12
2011-06-10,18,6.110000000000017,2,33
2011-06-10,19,-2.7977620220553945e-14,3,65
2011-06-10,20,2.6645352591003757e-15,1,8
2011-06-10,21,2.530000000000063,3,49
2011-06-11,9,0.20999999999990493,2,68
2011-06-11,10,0.5999999999999954,2,41
2011-06-11,11,-1.3322676295501878e-15,1,9
2011-06-11,12,17.800000000000093,13,160
2011-06-11,13,1.589999999999777,5,107
2011-06-11,14,0.0,1,11
2011-06-11,15,5.580000000000002,1,19
2011-06-11,16,3.552713678800501e-15,2,58
2011-06-11,17,8.290000000000074,6,60
2011-06-11,19,1.4210854715202004e-14,2,44
2011-06-11,20,2.700000000000033,5,52
2011-06-12,9,-8.881784197001252e-15,1,15
2011-06-12,10,1.570000000000022,1,47
2011-06-12,12,6.306066779870889e-14,7,54
2011-06-12,14,0.4999999999999991,1,8
2011-06-12,15,6.990000000000004,2,20
2011-06-12,16,-9.592326932761353e-14,2,56
2011-06-12,17,0.29999999999988525,5,126
2011-06-12,18,2.7500000000000555,6,63
2011-06-12,19,-3.552713678800501e-15,2,26
2011-06-12,20,-5.551115123125783e-16,1,7
2011-06-13,11,0.8999999999998987,6,90
2011-06-13,12,3.170000000000001,4,34
2011-06-13,13,-3.552713678800501e-15,3,20
2011-06-13,14,-2.220446049250313e-16,1,8
2011-06-13,15,44.24000000000001,2,11
2011-06-13,16,-44.239999999999995,1,4
2011-06-13,17,3.050000000000013,3,43
2011-06-13,18,-2.1582735598713043e-13,4,106
2011-06-13,19,2.590000000000018,2,34
2011-06-14,9,0.9999999999999503,4,67
2011-06-14,12,-2.842170943040401e-14,1,43
2011-06-14,13,8.881784197001252e-16,1,7
2011-06-14,14,0.0,2,12
2011-06-14,16,1.7763568394002505e-15,1,8
2011-06-14,17,-3.552713678800501e-15,1,9
2011-06-14,18,29.859999999999992,4,36
2011-06-14,19,0.21000000000000973,1,20
2011-06-14,20,-21.440000000000005,2,27
2011-06-15,10,0.8799999999999386,4,97
2011-06-15,11,1.7763568394002505e-15,2,12
2011-06-15,12,0.6900000000000457,3,52
2011-06-15,13,1.4099832412739488e-14,4,80
2011-06-15,15,0.9000000000000092,1,30
2011-06-15,16,-8.881784197001252e-16,2,14
2011-06-15,18,6.950000000000003,1,22
2011-06-15,19,-7.105427357601002e-15,1,18
2011-06-15,20,1.2212453270876722e-15,2,16
2011-06-15,21,-5.218048215738236e-15,1,20
2011-06-16,10,-2.220446049250313e-16,1,5
2011-06-16,11,1.790000000000005,3,20
2011-06-16,12,0.1999999999999975,1,21
2011-06-16,13,2.6299999999999937,5,36
2011-06-16,14,-6.217248937900877e-15,4,40
2011-06-16,16,5.329070518200751e-15,2,22
2011-06-16,17,-2.6645352591003757e-14,3,36
2011-06-16,18,4.8405723873656825e-14,2,37
2011-06-16,20,1.030000000000037,4,64
2011-06-16,21,5.10702591327572e-14,1,41
2011-06-17,10,-3.3306690738754696e-16,1,6
2011-06-17,11,-8.881784197001252e-15,7,84
2011-06-17,12,3.375077994860476e-14,3,32
2011-06-17,13,65.37,2,29
2011-06-17,14,-65.37,2,14
2011-06-17,15,0.3200000000002259,7,174
2011-06-17,16,118.2400000000002,7,125
2011-06-17,17,-118.24000000000017,6,82
2011-06-17,18,15.89999999999994,3,49
2011-06-17,20,-7.638334409421077e-14,3,42
2011-06-17,21,-8.881784197001252e-16,1,11
2011-06-18,9,9.989999999999917,4,63
2011-06-18,10,0.699999999999994,2,30
2011-06-18,11,0.10000000000000675,4,36
2011-06-18,12,0.3799999999999839,3,51
2011-06-18,13,8.490000000000029,3,41
2011-06-18,14,-1.3322676295501878e-15,1,13
2011-06-18,15,3.552713678800501e-15,1,24
2011-06-18,16,7.129999999999915,5,73
2011-06-18,17,0.24999999999985612,8,80
2011-06-18,18,-7.771561172376096e-16,1,14
2011-06-18,19,8.881784197001252e-16,1,8
2011-06-18,20,2.1316282072803006e-14,2,23
2011-06-19,9,1.84297022087776e-14,1,22
2011-06-19,10,-1.4210854715202004e-14,2,42
2011-06-19,11,-1.8385293287792592e-13,4,104
2011-06-19,12,5.0699999999998955,6,98
2011-06-19,13,7.105427357601002e-15,2,21
2011-06-19,14,2.930988785010413e-14,2,28
2011-06-19,15,0.0,1,5
2011-06-19,16,-6.927791673660977e-14,4,78
2011-06-19,17,-5.773159728050814e-14,4,67
2011-06-19,18,-1.7763568394002505e-15,2,32
2011-06-19,19,-3.552713678800501e-15,3,26
2011-06-19,20,1.2000000000000064,1,17
2011-06-20,9,1.84297022087776e-14,1,32
2011-06-20,10,3.552713678800501e-15,2,16
2011-06-20,11,4.796163466380676e-14,2,51
2011-06-20,12,0.06999999999999096,4,28
2011-06-20,15,8.830000000000064,4,94
2011-06-20,16,1.5900000000000114,1,46
2011-06-20,17,-6.927791673660977e-14,4,72
2011-06-20,18,4.440892098500626e-16,1,13
2011-06-20,19,5.81756864903582e-14,3,54
2011-06-20,20,9.200000000000045,4,46
2011-06-21,10,2.989999999999918,2,53
2011-06-21,12,4.399999999999993,7,59
2011-06-21,13,6.700000000000098,3,86
2011-06-21,14,-5.329070518200751e-15,1,19
2011-06-21,15,1.3322676295501878e-15,2,15
2011-06-21,16,0.5000000000000009,2,28
2011-06-21,17,2.0000000000000284,3,38
2011-06-21,18,1.7763568394002505e-15,5,36
2011-06-21,19,1.0658141036401503e-14,3,30
2011-06-21,21,6.661338147750939e-15,2,25
2011-06-22,9,0.0,1,7
2011-06-22,10,4.440892098500626e-16,1,6
2011-06-22,11,0.0,1,6
2011-06-22,12,-5.329070518200751e-15,3,47
2011-06-22,13,0.0,2,22
2011-06-22,15,-1.4210854715202004e-14,3,24
2011-06-22,16,0.3900000000000058,2,32
2011-06-22,17,2.7533531010703882e-14,3,38
2011-06-22,18,24.39000000000003,4,59
2011-06-22,20,0.6100000000000128,3,47
2011-06-22,21,0.0,3,34
2011-06-23,9,4.440892098500626e-16,1,5
2011-06-23,12,-3.019806626980426e-14,2,29
2011-06-23,13,1.7763568394002505e-15,1,21
2011-06-23,14,6.849999999999843,6,106
2011-06-23,15,6.130000000000024,2,63
2011-06-23,16,8.881784197001252e-16,1,7
2011-06-23,17,8.881784197001252e-16,1,9
2011-06-23,18,1.4899999999999984,4,28
2011-06-23,19,57.869999999999955,3,59
2011-06-23,20,-54.67000000000003,2,25
2011-06-23,21,-5.329070518200751e-15,2,20
2011-06-24,10,1.7763568394002505e-15,2,11
2011-06-24,11,-7.105427357601002e-15,4,49
2011-06-24,12,54.77000000000002,3,38
2011-06-24,13,-54.60000000000002,2,20
2011-06-24,14,159.82,2,59
2011-06-24,15,-153.99999999999997,4,49
2011-06-24,16,0.0,2,14
2011-06-24,17,-8.881784197001252e-16,2,18
2011-06-24,18,0.3899999999999929,1,13
2011-06-24,19,0.17000000000004345,6,69
2011-06-24,21,2.220446049250313e-15,1,13
2011-06-25,10,3.552713678800501e-15,2,14
2011-06-25,11,-5.329070518200751e-15,1,24
2011-06-25,12,5.773159728050814e-14,4,53
2011-06-25,13,1.687538997430238e-14,1,38
2011-06-25,14,6.149999999999997,3,23
2011-06-25,15,0.38999999999989665,4,53
2011-06-25,16,1.532107773982716e-14,2,40
2011-06-25,17,2.6645352591003757e-15,2,13
2011-06-25,18,1.5299999999997915,7,93
2011-06-25,19,1.7763568394002505e-15,1,15
2011-06-25,20,6.217248937900877e-15,2,25
2011-06-26,9,8.881784197001252e-15,3,23
2011-06-26,10,0.17999999999998373,2,38
2011-06-26,11,2.489999999999875,3,66
2011-06-26,12,2.1499999999999204,5,74
2011-06-26,14,3.980000000000002,1,20
2011-06-26,15,9.00000000000005,4,83
2011-06-26,16,2.600000000000001,1,10
2011-06-26,17,-1.3322676295501878e-15,1,10
2011-06-26,18,4.3076653355456074e-14,3,53
2011-06-26,19,10.350000000000009,1,29
2011-06-26,20,0.3099999999999987,1,13
2011-06-27,9,1.3322676295501878e-15,3,17
2011-06-27,11,1.7763568394002505e-15,1,9
2011-06-27,12,0.0,1,5
2011-06-27,13,1.3322676295501878e-15,1,12
2011-06-27,14,0.0,1,6
2011-06-27,15,1.5432100042289676e-14,5,56
2011-06-27,16,-3.8191672047105385e-14,5,103
2011-06-27,17,-3.608224830031759e-16,1,7
2011-06-27,18,0.37999999999988265,4,70
2011-06-27,19,-1.1102230246251565e-15,3,23
2011-06-27,20,8.32999999999999,3,53
2011-06-28,9,1.7763568394002505e-15,1,10
2011-06-28,11,0.8999999999999595,3,54
2011-06-28,12,3.9899999999999975,3,24
2011-06-28,13,9.14823772291129e-14,2,100
2011-06-28,15,-1.8207657603852567e-14,3,38
2011-06-28,16,5.020000000000007,2,28
2011-06-28,17,-0.0799999999999983,3,24
2011-06-28,18,-5.262457136723242e-14,5,67
2011-06-28,21,-8.881784197001252e-16,1,7
2011-06-29,9,-8.881784197001252e-16,1,8
2011-06-29,10,2.199999999999938,4,89
2011-06-29,11,-3.3306690738754696e-15,1,20
2011-06-29,12,2.930988785010413e-14,3,39
2011-06-29,14,-2.353672812205332e-14,5,57
2011-06-29,15,0.34999999999981846,3,68
2011-06-29,16,2.900000000000019,3,35
2011-06-29,17,0.0,1,5
2011-06-29,18,8.881784197001252e-15,1,26
2011-06-29,19,1.9999999999999707,2,41
2011-06-29,20,-5.329070518200751e-15,1,11
2011-06-29,21,1.7763568394002505e-15,2,38
2011-06-30,9,0.0,2,11
2011-06-30,10,4.440892098500626e-16,1,8
2011-06-30,11,0.0,1,7
2011-06-30,12,3.552713678800501e-15,1,16
2011-06-30,13,1.5543122344752192e-15,2,32
2011-06-30,14,83.61999999999999,3,73
2011-06-30,15,-83.20000000000006,3,25
2011-06-30,16,-2.6645352591003757e-15,1,8
2011-06-30,18,-3.552713678800501e-15,1,21
2011-06-30,19,0.20999999999999508,2,43
2011-06-30,20,0.0,1,9
2011-06-30,21,4.990000000000001,1,10
2011-07-01,9,-2.6645352591003757e-15,2,17
2011-07-01,11,29.2,8,80
2011-07-01,12,1.723066134218243e-13,6,110
2011-07-01,13,6.220000000000002,5,55
2011-07-01,14,1.3800000000000194,2,40
2011-07-01,15,0.6899999999999924,2,31
2011-07-01,17,8.881784197001252e-16,2,33
2011-07-01,18,0.0,1,11
2011-07-01,19,1.4210854715202004e-14,1,29
2011-07-01,20,-5.329070518200751e-15,1,18
2011-07-01,21,5.329070518200751e-15,3,68
2011-07-02,9,-2.6645352591003757e-15,1,14
2011-07-02,10,6.589999999999991,2,30
2011-07-02,11,3.9099999999998434,3,91
2011-07-02,12,8.789999999999772,4,88
2011-07-02,13,7.105427357601002e-15,2,24
2011-07-02,14,6.217248937900877e-15,3,34
2011-07-02,15,-4.973799150320701e-14,3,56
2011-07-02,17,-2.220446049250313e-15,4,37
2011-07-02,18,3.2751579226442118e-15,2,42
2011-07-03,9,1.7763568394002505e-14,1,19
2011-07-03,10,2.5757174171303632e-14,6,89
2011-07-03,12,7.540000000000134,6,111
2011-07-03,13,-5.329070518200751e-15,1,42
2011-07-03,14,0.2099999999999892,3,36
2011-07-03,16,12.00000000000002,4,88
2011-07-03,17,1.7763568394002505e-14,3,39
2011-07-03,18,-69.51999999999987,4,101
2011-07-03,19,-7.640000000000001,1,6
2011-07-03,20,0.0,1,6
2011-07-04,13,-1.2434497875801753e-14,3,50
2011-07-04,14,2.0899999999999768,2,49
2011-07-04,15,2.990000000000026,3,49
2011-07-04,16,-4.440892098500626e-15,1,18
2011-07-04,17,1.7763568394002505e-15,1,15
2011-07-05,9,-4.440892098500626e-15,1,8
2011-07-05,12,1.9539925233402755e-14,2,28
2011-07-05,13,1.687538997430238e-14,3,51
2011-07-05,14,-7.105427357601002e-15,2,28
2011-07-05,16,162.33,6,85
2011-07-05,17,-159.73000000000002,3,48
2011-07-05,18,-4.374278717023117e-14,3,49
2011-07-05,19,0.0,1,8
2011-07-05,20,8.881784197001252e-16,2,28
2011-07-05,21,4.440892098500626e-15,1,14
2011-07-06,9,-8.881784197001252e-16,1,6
2011-07-06,10,-1.7763568394002505e-15,2,18
2011-07-06,11,0.09999999999989928,6,92
2011-07-06,12,8.881784197001252e-16,1,8
2011-07-06,13,0.0,1,6
2011-07-06,14,52.68000000000001,2,28
2011-07-06,15,-52.680000000000085,5,63
2011-07-06,16,-5.773159728050814e-15,2,43
2011-07-06,17,6.399999999999947,7,75
2011-07-06,19,1.0658141036401503e-14,1,27
2011-07-06,20,-1.021405182655144e-14,3,25
2011-07-06,21,2.7533531010703882e-14,4,54
2011-07-07,9,0.0,1,9
2011-07-07,10,4.707345624410664e-14,1,42
2011-07-07,11,-3.9968028886505635e-15,3,23
2011-07-07,12,-3.552713678800501e-15,1,12
2011-07-07,14,1.4999999999999956,2,39
2011-07-07,16,-4.4075854077618715e-14,4,73
2011-07-07,17,0.2099999999999813,3,55
2011-07-07,18,3.552713678800501e-15,4,41
2011-07-07,19,-6.217248937900877e-15,2,15
2011-07-07,20,4.440892098500626e-16,1,6
2011-07-07,21,5.773159728050814e-15,1,17
2011-07-08,10,0.0,1,5
2011-07-08,11,8.881784197001252e-16,2,12
2011-07-08,12,2.180000000000005,2,24
2011-07-08,13,3.9968028886505635e-15,1,11
2011-07-08,14,20.73999999999998,3,35
2011-07-08,15,10.709999999999992,3,38
2011-07-08,16,55.299999999999905,5,53
2011-07-08,17,-55.30000000000011,4,53
2011-07-08,18,2.842170943040401e-14,3,38
2011-07-08,19,8.64999999999988,5,108
2011-07-08,20,3.950000000000083,7,72
2011-07-08,21,-6.217248937900877e-15,3,24
2011-07-09,9,1.0658141036401503e-14,3,37
2011-07-09,10,1.865174681370263e-14,1,22
2011-07-09,11,1.000000000000007,2,34
2011-07-09,12,4.440892098500626e-15,1,12
2011-07-09,14,3.290000000000032,4,53
2011-07-09,16,3.4638958368304884e-14,3,47
2011-07-09,17,11.020000000000021,5,62
2011-07-09,18,0.20999999999995111,4,86
2011-07-09,19,2.400000000000041,3,54
2011-07-09,20,54.590000000000074,6,118
2011-07-09,21,-54.589999999999996,2,12
2011-07-10,10,0.0,2,13
2011-07-10,11,3.489999999999995,3,35
2011-07-10,12,0.0,1,6
2011-07-10,13,2.289999999999978,3,33
2011-07-10,14,985.9600000000006,4,99
2011-07-10,15,2.8100000000000076,1,20
2011-07-10,16,27.22,2,27
2011-07-10,17,132.61999999999998,5,65
2011-07-10,18,4.4853010194856324e-14,4,62
2011-07-10,19,3.1199999999999886,3,52
2011-07-10,20,-2.1094237467877974e-14,2,31
2011-07-11,9,0.9999999999999982,4,26
2011-07-11,10,-8.881784197001252e-16,1,6
2011-07-11,11,1.489999999999874,3,70
2011-07-11,12,1.9999999999999991,2,31
2011-07-11,13,0.0,1,13
2011-07-11,14,1.26999999999999,2,38
2011-07-11,15,-1.2434497875801753e-14,5,39
2011-07-11,16,-3.1086244689504383e-15,2,25
2011-07-11,17,1.7763568394002505e-15,2,24
2011-07-11,18,4.773959005888173e-15,4,32
2011-07-11,19,13.989999999999988,5,38
2011-07-11,20,18.619999999999987,4,73
2011-07-11,21,3.5299999999999736,1,36
2011-07-12,9,57.27000000000002,3,38
2011-07-12,10,-57.269999999999996,2,19
2011-07-12,11,5.789999999999993,3,28
2011-07-12,12,3.552713678800501e-14,2,30
2011-07-12,13,1.1102230246251565e-14,2,39
2011-07-12,14,34.269999999999996,3,23
2011-07-12,15,-34.270000000000145,3,50
2011-07-12,17,3.019806626980426e-14,3,39
2011-07-12,18,43.83000000000003,6,73
2011-07-12,19,-38.65,2,13
2011-07-12,21,4.030109579389318e-14,4,73
2011-07-13,9,0.0,1,5
2011-07-13,10,1.700000000000096,4,85
2011-07-13,11,3.329999999999866,4,79
2011-07-13,12,3.0000000000000124,3,45
2011-07-13,13,-1.9539925233402755e-14,6,54
2011-07-13,14,2.6645352591003757e-15,3,27
2011-07-13,15,-4.440892098500626e-16,3,32
2011-07-13,16,0.6899999999999253,5,94
2011-07-13,17,2.490000000000002,4,47
2011-07-13,18,23.96000000000002,3,50
2011-07-13,20,0.0,1,9
2011-07-13,21,1.099120794378905e-14,3,22
2011-07-14,9,2.9900000000000064,2,29
2011-07-14,12,-1.3322676295501878e-15,2,11
2011-07-14,13,1.7999999999999696,3,53
2011-07-14,14,-2.1760371282653068e-14,4,44
2011-07-14,16,4.440892098500626e-16,1,12
2011-07-14,17,1.7763568394002505e-15,1,8
2011-07-14,18,1.3322676295501878e-15,1,12
2011-07-14,20,4.39648317751562e-14,2,36
2011-07-14,21,3.552713678800501e-15,2,22
2011-07-15,10,5.799999999999992,1,33
2011-07-15,11,0.0,3,17
2011-07-15,12,3.241851231905457e-14,3,44
2011-07-15,14,1.7763568394002505e-15,2,22
2011-07-15,15,2.87,1,11
2011-07-15,17,1.2434497875801753e-14,1,33
2011-07-15,18,56.64,1,19
2011-07-15,19,-56.640000000000036,6,59
2011-07-15,20,-1.1102230246251565e-14,1,14
2011-07-15,21,1.5987211554602254e-14,2,32
2011-07-16,9,0.1400000000000281,2,43
2011-07-16,10,-2.220446049250313e-14,1,29
2011-07-16,11,-1.7763568394002505e-15,2,37
2011-07-16,12,1.9999999999999947,2,18
2011-07-16,13,-1.9539925233402755e-13,4,100
2011-07-16,14,3.9968028886505635e-15,1,10
2011-07-16,16,1.7763568394002505e-15,1,14
2011-07-16,17,4.440892098500626e-16,1,7
2011-07-16,18,-7.66053886991358e-15,1,21
2011-07-16,20,-1.6964207816272392e-13,3,61
2011-07-17,9,-3.552713678800501e-15,1,17
2011-07-17,10,27.37000000000002,3,39
2011-07-17,11,1.7763568394002505e-14,1,26
2011-07-17,12,-1.9984014443252818e-14,3,34
2011-07-17,13,61.91000000000001,3,39
2011-07-17,14,-58.82999999999998,6,82
2011-07-17,15,2.220446049250313e-15,1,12
2011-07-17,16,7.31999999999994,3,64
2011-07-17,17,353.7600000000001,2,83
2011-07-17,18,-353.51,2,13
2011-07-17,19,1.279999999999995,5,73
2011-07-17,20,29.950000000000003,3,22
2011-07-18,9,-2.90878432451791e-14,2,35
2011-07-18,10,-0.500000000000048,3,68
2011-07-18,11,-2.4868995751603507e-14,1,40
2011-07-18,13,-7.904787935331115e-14,6,76
2011-07-18,14,-5.551115123125783e-16,1,18
2011-07-18,15,-2.0872192862952943e-14,4,131
2011-07-18,16,1.7763568394002505e-15,5,32
2011-07-18,17,1.290000000000009,4,60
2011-07-18,19,0.0,1,7
2011-07-18,20,2.220446049250313e-16,1,9
2011-07-18,21,0.2199999999999971,1,12
2011-07-19,9,2.2899999999999228,4,76
2011-07-19,10,-3.552713678800501e-15,2,14
2011-07-19,11,1.9539925233402755e-14,1,46
2011-07-19,12,4.440892098500626e-16,3,22
2011-07-19,13,-3.552713678800501e-15,2,15
2011-07-19,14,0.2099999999999902,2,24
2011-07-19,15,-7.105427357601002e-15,2,19
2011-07-19,16,6.899999999999968,2,67
2011-07-19,17,-2.6645352591003757e-15,1,14
2011-07-19,18,-3.552713678800501e-15,1,15
2011-07-19,19,-1.7763568394002505e-15,2,14
2011-07-19,20,-1.5987211554602254e-14,3,36
2011-07-19,21,-4.218847493575595e-14,4,65
2011-07-20,9,3.999999999999976,2,41
2011-07-20,11,5.329070518200751e-15,4,39
